feature_1,feature_2,feature_3,feature_4,feature_5,target_1,target_2,target_3
24.9816047538945,139.36355202774422,0.3736408184666985,74.98351218645267,-63.50008445050148,9468.426483801748,-176.5594802384141,-573.7215915051321
48.02857225639664,147.34356593750215,0.3329120962314033,87.33733862562971,-90.77440022006442,12170.502348479431,-165.6062894819895,-786.1811860050566
39.2797576724562,185.45473932021804,0.17615391250286005,78.13333903281665,-82.66801528150569,13197.41559882044,-177.1146242055233,-706.933936055483
33.946339367881464,134.00043860598922,0.6072666701014879,54.16512915558982,-66.83596815710908,10094.675873388791,-103.51755677080129,-579.2568080328887
16.24074561769746,186.9649684812171,0.4766241605086289,59.27901183917777,-75.89553277377601,10968.751053032081,-102.60504064716477,-657.6924216134703
16.239780813448107,108.81344309766915,0.8657009923240037,60.96640920154596,-63.07144806825531,7060.7483532046135,-124.64423616123518,-551.5864567513166
12.32334448672798,177.67984372086306,0.03210958048205825,62.89321268224224,-51.939604938857016,10114.645884702362,-107.3851015836476,-454.22626234957227
44.647045830997406,184.75476330547363,0.6438679275551263,78.27016959752521,-94.17266561424013,13701.845632569743,-164.52585523038252,-830.4104744400836
34.04460046972835,118.18176528373388,0.7629488785115611,75.19828899126968,-64.52161418009695,9313.724437691268,-137.57533743901652,-560.8181584784762
38.32290311184182,143.03465323722003,0.759486569188307,60.158001918210445,-88.48279221839428,10988.604867181999,-136.09035726235726,-777.4783879768053
37.79342826198759,116.54997746636556,0.8860739670955251,53.37774217278435,-79.27616362962154,6907.344530088783,-86.85815798988324,-708.7111399863443
48.79639408647977,170.66041289942177,0.7290337428294941,58.5716102237359,-98.356863710243,13413.644313251441,-100.35819599463498,-863.3522276284579
43.29770563201687,153.53477680616567,0.9278100616476963,99.21906563093017,-93.20463088536505,12007.09954207969,-186.7737121091659,-814.9366904776915
18.493564427131048,163.53233467083209,0.33265659982089146,73.4273474895736,-84.01113554755501,10022.930034817378,-151.09067402924993,-759.8168875557968
17.272998688284027,119.64869669562111,0.5032094167515431,93.36727523510562,-82.90070973560076,7710.1034075404905,-205.24851273787522,-729.352704283449
17.33618039413735,121.17458620524195,0.014079663282890675,92.43762333344216,-55.02073917689521,7797.360956751719,-190.66445307876174,-495.2960153227902
22.16968971838151,104.14973255099063,0.006957587303291213,75.57597787314369,-62.90935453667424,7425.388130472099,-134.46256017354906,-557.6020582209246
30.990257265289515,132.20675351957297,0.2401266204515199,85.33438542302719,-51.39085159064795,9710.496322152738,-167.51870967026005,-443.7169367528351
27.27780074568463,155.97446613336749,0.10080719713908526,59.637600520635615,-70.04642448323797,10522.976739582124,-142.06671899826256,-626.0516541602545
21.649165607921677,185.7934913997329,0.2602113679357536,84.41983524634541,-87.9143133954341,11464.435425034837,-184.40952824431116,-800.0688683779986
34.474115788895176,166.69274474586808,0.1770432945283974,63.619228963164474,-83.61724850391786,11778.807034331308,-107.55597044090277,-739.1486454177882
44.82533771978862,143.53963233997513,0.02852002483864824,91.60310483770755,-84.00820383540164,8726.618142304187,-175.74491826930355,-762.5949322314109
21.685785941408724,195.31201143941377,0.9093041464060494,54.186206655445496,-83.67528361683742,11938.48008671265,-122.33589438995966,-735.1115502541277
24.654473731747668,171.92452005758318,0.008223131388891525,88.65693364426387,-66.35179134440921,11061.099290855682,-203.76022407420217,-596.3739209592303
28.24279936868144,193.016520286255,0.7360821443370854,54.99684532843098,-73.4596035954792,12473.59074207616,-115.68891195417753,-632.1634770378803
41.407038455720546,152.75879732721657,0.15214788691951653,94.05946184471546,-80.72879109566779,11775.915943030826,-215.12856487468213,-705.9135295255021
17.98695128633439,125.89042747931396,0.9122296219996,65.21022590675018,-92.54551156356418,8102.575075720715,-128.19682105360738,-823.3243864829681
30.569377536544465,105.2826686364722,0.8927959395898858,82.71966824152874,-98.89304185289271,8322.84413687108,-124.20097620756347,-894.5590011932088
33.696582754481696,172.60848514838506,0.6539011463692573,74.375113931014,-89.05826612061537,12002.831288975647,-169.43506326566927,-783.2274774197923
11.85801650879991,112.13029980055342,0.6722341498006051,68.31515726311694,-94.62642980156593,6793.129719025574,-136.05952872532407,-846.5106591284259
34.30179407605753,130.27751282719672,0.005339141969688543,82.27209165917483,-60.72774845738803,9945.405297032816,-144.83858897853247,-542.3897294277182
16.82096494749166,153.24709078838976,0.984871566113602,97.3761490275619,-94.37510210930573,9351.444157221451,-178.59162235005437,-840.0927531220377
12.60206371941118,156.44165877797477,0.8778326035758144,52.063487368731096,-63.78858813465819,9081.035037533718,-101.9689224415702,-571.7754914602923
47.95542149013333,160.0583196987136,0.895106225730092,95.9426427941552,-80.71706551119587,12791.17344622141,-189.6049845121829,-704.6437570346498
48.625281322982374,116.62553303497006,0.6592445370508719,80.45408275105068,-96.3310805128112,10698.145057317879,-174.9505895532157,-842.4082663318692
42.33589392465844,137.97374048216489,0.34478692865453653,90.3657150384526,-59.36349752842071,11134.7599246353,-183.02233198371584,-517.8180729250391
22.184550766934827,161.71942271169667,0.8936486490904808,69.19374767171388,-71.01847148816933,10304.96611134274,-130.2676413843734,-625.6094017405678
13.906884560255355,196.9818864633785,0.29151692815119234,73.59214874188069,-88.21192435682134,11242.136545402198,-129.15000969389408,-787.8194317547741
37.36932106048627,172.76311376996887,0.5627115433422029,93.44253759005821,-55.2659412833666,12373.234073445601,-193.37415181612673,-473.9811263361905
27.606099749584054,192.2603757093958,0.0997309723438824,70.74239849049115,-97.73708430647243,12373.732223342464,-143.83366904021483,-871.1174548231797
14.881529393791153,176.2212058314177,0.9219556301327502,76.73297833745426,-89.90901959011185,10298.554729680702,-163.094380735595,-812.3896091434507
